Acacia.longifolia;Aix.sponsa;Amazona.aestiva;Arocatus.longiceps;Arundo.donaciformis;Asparagus.asparagoides;Attalus.maculicollis;Bartheletia.paradoxa;Belgrandiella.saxatilis;Bofilliella.subarcuata;Bruchus.lentis;Brunfelsia.australis;Charonia.tritonis;Clavaria.aurantia;Conistra.rubiginosa;Cryptolaemus.montrouzieri;Delairea.odorata;Ectoedemia.algeriensis;Epitonium.clathrus;Eranthis.hyemalis;Euparthenia.bulinea;Flammulina.velutipes;Haminoea.exigua;Hedera.algeriensis;Jasminum.nudiflorum;Kaloplocamus.ramosus;Marcetia.mucugensis;Melinopterus.consputus;Microxeromagna.lowei;Moitessieria.collellensis;Oeosporangium.tinaei;Oinophila.v.flava;Paladilhia.vernierensis;Parafomoria.pseudocistivora;Petaloptila.aliena;Phigalia.pilosaria;Platygloea.miedzyrzecensis;Polypodium.shivasiae;Raja.undulata;Retinella.olivetorum;Romulea.bocchierii;Solemya.togata;Tethys.fimbria;Theria.primaria;Tremella.mesenterica;Trifurcula.calycotomella;Trifurcula.josefklimeschi;Truncatella.subcylindrica;Unio.mancus;Uromyces.erythronii;Vandenboschia.speciosa;x;y
0;0;0.1;0.13;0.01;0.02;0.02;0.01;0.3;0.04;0.06;0.13;0.01;0.1;0.12;0.02;0.18;0.07;0.02;0.22;0.01;0.14;0;0;0.14;0.06;0.04;0.07;0.05;0.11;0.16;0.02;0.36;0.03;0.08;0.6;0.03;0.05;0.13;0.03;0.04;0.08;0.04;0.11;0.49;0.03;0.1;0.03;0.13;0;0.14;3.63218351381568;44.0878147145044
0;0;0.1;0.13;0.01;0.02;0.01;0.01;0.29;0.05;0.06;0.1;0;0.1;0.1;0.02;0.15;0.03;0.02;0.18;0.01;0.14;0;0;0.15;0.06;0.04;0.12;0.05;0.11;0.23;0.02;0.38;0.05;0.1;0.6;0.03;0.06;0.13;0.04;0.04;0.08;0.06;0.11;0.46;0.03;0.1;0.03;0.04;0;0.12;3.63225138886698;44.0939245608289
0;0.01;0.1;0.13;0.01;0.01;0.01;0.01;0.28;0.04;0.06;0.1;0;0.1;0.12;0.02;0.14;0.03;0.02;0.19;0.01;0.14;0;0;0.18;0.06;0.04;0.09;0.05;0.11;0.22;0.02;0.38;0.05;0.1;0.57;0.03;0.06;0.13;0.02;0.02;0.08;0.04;0.11;0.5;0.03;0.11;0.03;0.05;0;0.12;3.63231927849448;44.1000344274652
0;0.01;0.1;0.13;0.01;0.02;0.01;0.02;0.29;0.04;0.06;0.1;0;0.1;0.13;0.02;0.17;0.03;0.02;0.16;0.01;0.14;0;0;0.16;0.06;0.04;0.08;0.05;0.12;0.11;0.02;0.38;0.05;0.09;0.59;0.03;0.05;0.13;0.02;0.04;0.08;0.04;0.11;0.49;0.03;0.12;0.03;0.07;0;0.13;3.63238718270288;44.1061443143469
0;0.01;0.15;0.13;0;0.04;0.04;0.05;0.27;0.03;0.09;0.2;0.02;0.09;0.23;0.02;0.18;0.07;0.02;0.14;0.01;0.16;0;0;0.13;0.08;0.12;0.17;0.04;0.12;0.14;0.04;0.57;0.07;0.09;0.55;0.05;0.05;0.14;0.03;0.06;0.08;0.04;0.1;0.53;0.04;0.14;0.02;0.14;0;0.16;3.63245510149688;44.1122542214075
0.07;0.04;0.28;0.13;0;0.03;0.07;0.06;0.25;0.05;0.12;0.26;0.02;0.09;0.22;0.01;0.2;0.09;0.03;0.16;0.05;0.18;0.02;0;0.14;0.08;0.12;0.21;0.05;0.11;0.13;0.17;0.47;0.26;0.09;0.47;0.08;0.05;0.15;0.08;0.06;0.1;0.03;0.22;0.58;0.07;0.14;0.04;0.19;0.1;0.11;3.63252303488119;44.1183641485807
0.08;0.04;0.28;0.13;0;0.03;0.09;0.05;0.24;0.21;0.12;0.26;0.02;0.09;0.26;0.01;0.19;0.07;0.03;0.26;0.07;0.16;0.02;0;0.13;0.09;0.12;0.33;0.05;0.11;0.31;0.19;0.52;0.29;0.11;0.42;0.07;0.14;0.15;0.11;0.04;0.1;0.09;0.28;0.59;0.08;0.23;0.04;0.14;0.1;0.27;3.63259098286049;44.1244740958001
0.07;0.06;0.28;0.13;0;0.04;0.11;0.09;0.24;0.22;0.12;0.28;0.02;0.09;0.26;0.01;0.17;0.07;0.03;0.24;0.05;0.17;0.07;0.01;0.12;0.08;0.12;0.29;0.04;0.12;0.31;0.19;0.57;0.29;0.11;0.41;0.1;0.15;0.17;0.11;0.04;0.1;0.08;0.3;0.63;0.1;0.22;0.04;0.15;0.1;0.26;3.6326589454395;44.1305840629993
0.08;0.06;0.27;0.17;0;0.04;0.1;0.09;0.24;0.23;0.12;0.28;0.05;0.09;0.32;0.02;0.18;0.07;0.03;0.26;0.05;0.17;0.03;0.02;0.13;0.12;0.13;0.34;0.04;0.13;0.33;0.19;0.53;0.28;0.12;0.44;0.13;0.15;0.17;0.12;0.04;0.11;0.13;0.29;0.64;0.1;0.32;0.04;0.15;0.11;0.29;3.63272692262292;44.136694050112
0.07;0.05;0.25;0.13;0;0.04;0.1;0.04;0.24;0.25;0.12;0.28;0.02;0.09;0.33;0.02;0.18;0.07;0.02;0.28;0.05;0.18;0.01;0;0.12;0.1;0.12;0.38;0.04;0.13;0.31;0.19;0.53;0.29;0.12;0.47;0.09;0.15;0.17;0.1;0.04;0.1;0.1;0.26;0.63;0.1;0.33;0.03;0.14;0.1;0.28;3.63279491441547;44.1428040570716
0.06;0.05;0.25;0.13;0;0.05;0.1;0.05;0.25;0.1;0.12;0.28;0.02;0.09;0.32;0.01;0.18;0.07;0.02;0.21;0.05;0.19;0.01;0;0.13;0.09;0.12;0.28;0.05;0.14;0.31;0.19;0.51;0.29;0.12;0.47;0.09;0.04;0.17;0.09;0.04;0.1;0.08;0.26;0.63;0.1;0.29;0.03;0.17;0.1;0.16;3.63286292082184;44.1489140838117
0.06;0.06;0.22;0.13;0;0.04;0.1;0.04;0.25;0.26;0.11;0.28;0.02;0.09;0.31;0.02;0.16;0.07;0.02;0.28;0.01;0.18;0;0;0.15;0.1;0.12;0.39;0.04;0.13;0.31;0.18;0.53;0.29;0.12;0.46;0.09;0.14;0.16;0.09;0.04;0.11;0.11;0.35;0.58;0.08;0.3;0.03;0.14;0.1;0.29;3.63293094184675;44.155024130266
0;0.02;0.19;0.15;0;0.04;0.08;0.02;0.25;0.22;0.08;0.23;0.02;0.09;0.22;0.03;0.14;0.04;0.02;0.25;0.01;0.18;0;0;0.15;0.1;0.12;0.3;0.05;0.11;0.33;0.04;0.53;0.1;0.1;0.54;0.09;0.05;0.14;0.04;0.04;0.08;0.09;0.18;0.61;0.04;0.27;0.03;0.1;0.03;0.26;3.63299897749492;44.161134196368
0;0.01;0.13;0.15;0.01;0.01;0;0.02;0.25;0.21;0.06;0.17;0.02;0.1;0.24;0.03;0.14;0.05;0.02;0.27;0.01;0.17;0;0;0.21;0.06;0.12;0.23;0.05;0.11;0.35;0.03;0.43;0.05;0.11;0.57;0.1;0.05;0.1;0.03;0.04;0.08;0.09;0.16;0.55;0.04;0.21;0.03;0.1;0;0.3;3.63306702777106;44.1672442820512
0;0.01;0.13;0.13;0.01;0.03;0;0.03;0.28;0.05;0.07;0.17;0.02;0.1;0.22;0.03;0.18;0.05;0.02;0.14;0.01;0.16;0;0;0.24;0.06;0.12;0.1;0.05;0.12;0.15;0.02;0.34;0.04;0.08;0.55;0.1;0.05;0.1;0.03;0.07;0.08;0.04;0.11;0.47;0.03;0.11;0.03;0.13;0;0.2;3.63313509267989;44.1733543872492
0;0.02;0.16;0.13;0.01;0.03;0.02;0.04;0.25;0.04;0.09;0.17;0.03;0.09;0.23;0.03;0.16;0.08;0.02;0.15;0.03;0.16;0;0;0.17;0.08;0.12;0.18;0.07;0.12;0.14;0.03;0.43;0.04;0.08;0.57;0.11;0.06;0.11;0.02;0.07;0.08;0.03;0.11;0.52;0.03;0.12;0.03;0.18;0;0.21;3.63320317222613;44.1794645118956
0;0.03;0.22;0.13;0.01;0.04;0.05;0.03;0.27;0.04;0.07;0.22;0.02;0.09;0.21;0.02;0.16;0.08;0.02;0.23;0.02;0.17;0.02;0;0.17;0.08;0.12;0.18;0.08;0.11;0.17;0.09;0.43;0.23;0.1;0.45;0.09;0.04;0.13;0.03;0.07;0.09;0.03;0.21;0.61;0.06;0.13;0.03;0.16;0.08;0.19;3.6332712664145;44.1855746559238
0;0.01;0.07;0.13;0.01;0.01;0;0.01;0.38;0.05;0.06;0.07;0;0.1;0.1;0.02;0.15;0.04;0;0.09;0.01;0.13;0;0;0.26;0;0;0.11;0.02;0.11;0.25;0.03;0.3;0.04;0.1;0.35;0.03;0.06;0.1;0.01;0.04;0.09;0.01;0.06;0.36;0.03;0.12;0.03;0.1;0;0.09;3.63963029704174;43.9961203387272
0;0;0.08;0.13;0.01;0.01;0;0.01;0.33;0.08;0.06;0.08;0;0.1;0.1;0.02;0.15;0.05;0.01;0.11;0.01;0.12;0;0;0.21;0.01;0.01;0.1;0.04;0.11;0.57;0.01;0.33;0.07;0.11;0.32;0.03;0.07;0.1;0.02;0.02;0.08;0.05;0.06;0.38;0.03;0.17;0.03;0.06;0;0.09;3.63969886112867;44.0022298669749
0;0;0.09;0.13;0.01;0.01;0;0.01;0.31;0.08;0.06;0.09;0;0.1;0.12;0.02;0.14;0.05;0.02;0.11;0.01;0.13;0;0;0.24;0.01;0.01;0.1;0.03;0.11;0.5;0.01;0.33;0.07;0.1;0.32;0.03;0.07;0.1;0.02;0.02;0.09;0.05;0.06;0.39;0.03;0.18;0.03;0.06;0;0.08;3.63976743991609;44.0083394165284
0.01;0;0.09;0.13;0.01;0.01;0;0.02;0.31;0.04;0.06;0.09;0;0.1;0.11;0.02;0.14;0.04;0.02;0.11;0.01;0.12;0;0;0.27;0.01;0.01;0.11;0.04;0.11;0.17;0.02;0.34;0.06;0.09;0.36;0.03;0.06;0.1;0.01;0.02;0.09;0.03;0.07;0.38;0.03;0.12;0.03;0.06;0;0.08;3.63983603340871;44.0144489873213
0;0;0.09;0.13;0.01;0.02;0;0.02;0.26;0.06;0.07;0.09;0;0.1;0.12;0.02;0.18;0.04;0.02;0.12;0.01;0.12;0;0;0.21;0.01;0.01;0.1;0.11;0.15;0.23;0.04;0.35;0.06;0.09;0.38;0.03;0.05;0.1;0.02;0.03;0.08;0.04;0.08;0.38;0.03;0.12;0.03;0.07;0;0.09;3.63990464161126;44.0205585792874
0;0;0.09;0.13;0.01;0.01;0;0;0.27;0.06;0.06;0.09;0;0.1;0.1;0.02;0.16;0.04;0.03;0.19;0.01;0.12;0;0;0.16;0.02;0.01;0.1;0.05;0.11;0.27;0.02;0.35;0.06;0.1;0.35;0.03;0.07;0.1;0.02;0.04;0.08;0.05;0.09;0.36;0.03;0.11;0.03;0.05;0;0.12;3.63997326452848;44.0266681923604
0.01;0;0.09;0.13;0.01;0.01;0;0.01;0.27;0.06;0.06;0.09;0;0.1;0.12;0.02;0.2;0.04;0.03;0.19;0.01;0.12;0;0;0.27;0.02;0.01;0.09;0.05;0.11;0.14;0.02;0.3;0.05;0.09;0.49;0.03;0.05;0.1;0.01;0.04;0.08;0.04;0.09;0.39;0.03;0.11;0.03;0.06;0;0.11;3.64004190216511;44.032777826474
0;0;0.1;0.13;0.01;0.01;0.01;0.01;0.27;0.05;0.06;0.09;0;0.09;0.16;0.03;0.17;0.08;0.02;0.18;0.01;0.13;0;0;0.18;0.03;0.04;0.08;0.08;0.11;0.19;0.02;0.31;0.04;0.08;0.46;0.02;0.05;0.1;0.03;0.04;0.08;0.05;0.11;0.47;0.03;0.11;0.03;0.13;0;0.15;3.64011055452587;44.038887481562
0;0.02;0.1;0.13;0.01;0.01;0.02;0.02;0.26;0.05;0.06;0.15;0.02;0.1;0.18;0.02;0.19;0.05;0.02;0.22;0.01;0.14;0;0;0.16;0.08;0.04;0.16;0.06;0.11;0.15;0.03;0.45;0.05;0.08;0.51;0.02;0.05;0.1;0.03;0.05;0.08;0.04;0.11;0.46;0.03;0.11;0.03;0.18;0;0.12;3.6401792216155;44.0449971575581
0;0;0.1;0.13;0.01;0.01;0;0;0.26;0.07;0.06;0.09;0;0.09;0.13;0.02;0.14;0.04;0.02;0.24;0.01;0.13;0;0;0.28;0.05;0.04;0.11;0.05;0.11;0.17;0.02;0.36;0.05;0.11;0.5;0.02;0.07;0.1;0.02;0.04;0.08;0.09;0.09;0.46;0.03;0.11;0.03;0.1;0;0.15;3.64024790343875;44.0511068543958
0;0;0.1;0.13;0.01;0.01;0;0.01;0.27;0.05;0.06;0.09;0;0.09;0.13;0.02;0.16;0.03;0.02;0.19;0.01;0.13;0;0;0.17;0.05;0.04;0.11;0.05;0.11;0.19;0.02;0.37;0.04;0.1;0.49;0.02;0.06;0.1;0.02;0.04;0.08;0.05;0.09;0.47;0.03;0.11;0.03;0.12;0;0.16;3.64031660000037;44.0572165720091
0;0;0.1;0.13;0.01;0.01;0.01;0;0.25;0.17;0.06;0.14;0.01;0.09;0.16;0.02;0.16;0.07;0.02;0.33;0.01;0.14;0;0;0.16;0.07;0.04;0.17;0.04;0.12;0.42;0.02;0.45;0.06;0.11;0.56;0.02;0.06;0.14;0.05;0.02;0.08;0.08;0.11;0.59;0.03;0.19;0.03;0.11;0;0.21;3.64038531130508;44.0633263103315
0;0.01;0.11;0.13;0.01;0.02;0.01;0.02;0.26;0.05;0.06;0.14;0.02;0.1;0.16;0.03;0.18;0.07;0.02;0.26;0.02;0.14;0;0;0.15;0.08;0.06;0.15;0.04;0.12;0.14;0.02;0.45;0.04;0.08;0.54;0.02;0.06;0.14;0.03;0.07;0.08;0.03;0.11;0.5;0.04;0.13;0.03;0.16;0;0.15;3.64045403735765;44.0694360692967
0;0;0.1;0.13;0.01;0.01;0;0;0.27;0.05;0.06;0.09;0;0.09;0.11;0.02;0.15;0.03;0.02;0.26;0.01;0.13;0;0;0.2;0.03;0.04;0.1;0.04;0.11;0.21;0.02;0.35;0.04;0.09;0.52;0.04;0.06;0.1;0.02;0.04;0.08;0.05;0.09;0.41;0.03;0.11;0.03;0.05;0;0.12;3.64052277816281;44.0755458488384
0;0.01;0.1;0.14;0.01;0.01;0;0;0.24;0.06;0.04;0.09;0;0.09;0.11;0.02;0.16;0.03;0.02;0.32;0.01;0.12;0.01;0;0.53;0.03;0.04;0.09;0.04;0.1;0.07;0.03;0.26;0.05;0.08;0.63;0.05;0.06;0.1;0.01;0.04;0.08;0.05;0.11;0.4;0.03;0.1;0.04;0.06;0;0.09;3.64059153372532;44.0816556488903
0;0.01;0.1;0.13;0.01;0.02;0.01;0.02;0.27;0.05;0.06;0.09;0;0.09;0.12;0.02;0.18;0.03;0.03;0.18;0.01;0.13;0;0;0.16;0.05;0.04;0.1;0.05;0.11;0.16;0.02;0.34;0.05;0.1;0.59;0.03;0.05;0.1;0.01;0.05;0.08;0.03;0.08;0.41;0.03;0.12;0.03;0.07;0;0.11;3.64066030404994;44.0877654693859
0;0;0.1;0.13;0.01;0.01;0.01;0.01;0.27;0.05;0.06;0.09;0;0.09;0.1;0.02;0.16;0.03;0.02;0.2;0.01;0.14;0;0;0.15;0.05;0.04;0.09;0.04;0.11;0.21;0.02;0.38;0.05;0.1;0.56;0.03;0.07;0.13;0.02;0.04;0.08;0.04;0.09;0.46;0.03;0.11;0.03;0.04;0;0.15;3.64072908914141;44.093875310259
0;0;0.1;0.13;0.01;0.01;0.01;0.01;0.28;0.04;0.06;0.09;0;0.09;0.12;0.02;0.15;0.03;0.02;0.23;0.01;0.14;0;0;0.18;0.05;0.04;0.09;0.04;0.11;0.23;0.01;0.38;0.04;0.1;0.52;0.03;0.06;0.13;0.02;0.02;0.08;0.03;0.09;0.48;0.03;0.12;0.03;0.05;0;0.13;3.64079788900449;44.0999851714432
0;0;0.11;0.13;0.01;0.01;0.01;0;0.25;0.06;0.06;0.13;0.01;0.1;0.12;0.02;0.15;0.03;0.02;0.25;0.01;0.14;0;0;0.17;0.06;0.06;0.09;0.05;0.11;0.21;0.03;0.37;0.05;0.1;0.61;0.03;0.07;0.13;0.04;0.03;0.08;0.05;0.11;0.54;0.03;0.1;0.03;0.11;0;0.14;3.64086670364395;44.1060950528721
0;0.01;0.14;0.13;0.01;0.01;0.01;0.05;0.26;0.03;0.07;0.16;0.02;0.1;0.18;0.02;0.13;0.07;0.02;0.17;0.01;0.15;0;0;0.12;0.11;0.08;0.17;0.04;0.12;0.17;0.03;0.58;0.05;0.1;0.6;0.04;0.05;0.14;0.03;0.06;0.08;0.04;0.1;0.57;0.04;0.14;0.02;0.15;0;0.15;3.64093553306453;44.1122049544793
0.07;0.04;0.23;0.13;0;0.05;0.09;0.06;0.26;0.05;0.13;0.27;0.02;0.09;0.22;0.01;0.22;0.07;0.02;0.19;0.04;0.19;0.02;0;0.14;0.08;0.12;0.22;0.07;0.13;0.17;0.22;0.56;0.28;0.1;0.5;0.06;0.05;0.16;0.08;0.06;0.11;0.04;0.21;0.53;0.07;0.16;0.04;0.18;0.12;0.12;3.64100437727102;44.1183148761985
0.07;0.04;0.23;0.13;0;0.04;0.1;0.05;0.24;0.26;0.12;0.27;0.02;0.09;0.27;0.01;0.18;0.07;0.02;0.27;0.07;0.17;0.02;0;0.12;0.09;0.12;0.35;0.04;0.12;0.31;0.19;0.54;0.28;0.11;0.49;0.06;0.15;0.16;0.1;0.04;0.11;0.1;0.26;0.59;0.09;0.25;0.04;0.13;0.1;0.28;3.64107323626816;44.1244248179633
0.06;0.05;0.23;0.13;0;0.04;0.09;0.05;0.26;0.05;0.12;0.28;0.02;0.09;0.26;0.01;0.25;0.07;0.02;0.18;0.05;0.2;0.02;0;0.13;0.08;0.12;0.26;0.05;0.12;0.26;0.19;0.5;0.28;0.11;0.48;0.09;0.04;0.17;0.09;0.04;0.11;0.04;0.25;0.55;0.07;0.24;0.04;0.17;0.1;0.15;3.64114211006073;44.1305347797072
0.07;0.05;0.28;0.15;0;0.03;0.09;0.1;0.24;0.09;0.12;0.28;0.02;0.09;0.26;0.02;0.2;0.07;0.03;0.17;0.05;0.18;0.02;0;0.12;0.08;0.12;0.3;0.04;0.12;0.31;0.18;0.51;0.3;0.11;0.42;0.11;0.05;0.17;0.09;0.04;0.1;0.05;0.27;0.63;0.08;0.23;0.04;0.16;0.09;0.18;3.64121099865349;44.1366447613639
0.06;0.05;0.28;0.13;0;0.04;0.09;0.09;0.24;0.06;0.12;0.28;0.02;0.09;0.24;0.01;0.2;0.07;0.03;0.2;0.05;0.19;0.01;0;0.12;0.08;0.12;0.29;0.05;0.13;0.26;0.18;0.51;0.28;0.11;0.43;0.1;0.05;0.16;0.09;0.05;0.1;0.05;0.27;0.62;0.07;0.22;0.04;0.17;0.1;0.18;3.64127990205122;44.1427547628669
0.07;0.05;0.28;0.13;0;0.04;0.1;0.08;0.24;0.18;0.12;0.28;0.02;0.09;0.3;0.01;0.18;0.07;0.03;0.26;0.05;0.17;0.01;0.01;0.14;0.1;0.12;0.39;0.04;0.13;0.31;0.2;0.53;0.29;0.13;0.44;0.1;0.05;0.17;0.1;0.04;0.1;0.08;0.26;0.65;0.1;0.33;0.04;0.16;0.1;0.22;3.64134882025869;44.1488647841499
0.03;0.05;0.23;0.14;0;0.04;0.1;0.05;0.25;0.18;0.1;0.27;0.02;0.09;0.25;0.02;0.16;0.07;0.02;0.27;0.01;0.18;0;0.01;0.15;0.1;0.13;0.35;0.04;0.12;0.33;0.2;0.51;0.28;0.11;0.5;0.09;0.05;0.14;0.07;0.04;0.11;0.09;0.25;0.62;0.05;0.24;0.03;0.12;0.07;0.2;3.64141775328068;44.1549748251463
0;0.02;0.14;0.15;0.01;0.01;0.04;0.02;0.26;0.12;0.09;0.17;0.02;0.09;0.25;0.03;0.14;0.04;0.02;0.27;0.01;0.17;0;0;0.24;0.1;0.12;0.23;0.05;0.12;0.31;0.03;0.51;0.08;0.1;0.6;0.11;0.05;0.13;0.05;0.04;0.08;0.09;0.15;0.6;0.04;0.28;0.03;0.13;0;0.24;3.64148670112196;44.1610848857898
0;0;0.13;0.15;0.01;0.01;0;0.02;0.25;0.19;0.07;0.16;0.02;0.1;0.18;0.03;0.15;0.04;0.02;0.22;0.01;0.17;0;0;0.21;0.05;0.12;0.18;0.05;0.12;0.36;0.03;0.41;0.05;0.1;0.56;0.08;0.05;0.1;0.04;0.04;0.08;0.08;0.13;0.58;0.03;0.19;0.03;0.09;0;0.36;3.64155566378731;44.167194966014
0;0;0.13;0.13;0.01;0.02;0;0.03;0.26;0.03;0.07;0.16;0.02;0.1;0.16;0.02;0.14;0.04;0.02;0.17;0.01;0.18;0;0;0.23;0.05;0.12;0.15;0.05;0.12;0.18;0.02;0.39;0.05;0.1;0.56;0.08;0.06;0.1;0.03;0.06;0.08;0.06;0.12;0.53;0.03;0.11;0.03;0.1;0;0.22;3.64162464128151;44.1733050657522
0;0.01;0.14;0.13;0.01;0.03;0;0.03;0.28;0.05;0.07;0.17;0.02;0.09;0.22;0.02;0.17;0.07;0.02;0.15;0.01;0.16;0;0;0.21;0.06;0.12;0.18;0.05;0.18;0.16;0.03;0.49;0.05;0.08;0.55;0.1;0.05;0.11;0.03;0.06;0.09;0.05;0.11;0.56;0.03;0.11;0.03;0.15;0;0.21;3.64169363360935;44.1794151849382
0;0.01;0.07;0.13;0.01;0.01;0.01;0.01;0.39;0.13;0.06;0.07;0;0.1;0.12;0.02;0.16;0.04;0;0.1;0.01;0.12;0;0;0.23;0;0;0.13;0.02;0.11;0.58;0.03;0.31;0.05;0.1;0.31;0.03;0.06;0.1;0.02;0.02;0.08;0.01;0.06;0.39;0.03;0.19;0.03;0.07;0;0.11;3.6480934453836;43.9960705204912
0;0.01;0.08;0.13;0.01;0.01;0;0.02;0.39;0.05;0.06;0.07;0;0.1;0.1;0.02;0.14;0.04;0;0.1;0.01;0.13;0;0;0.28;0;0;0.1;0.02;0.13;0.29;0.02;0.31;0.06;0.09;0.31;0.03;0.07;0.1;0.02;0.02;0.09;0.01;0.06;0.36;0.03;0.12;0.03;0.08;0;0.09;3.64816291658243;44.0021800432245
0;0.01;0.08;0.13;0.01;0;0;0.02;0.35;0.05;0.06;0.07;0;0.1;0.12;0.02;0.15;0.04;0;0.12;0.01;0.12;0;0;0.55;0;0;0.09;0.03;0.12;0.12;0.02;0.31;0.06;0.09;0.43;0.04;0.06;0.1;0.01;0.04;0.09;0.01;0.06;0.43;0.03;0.12;0.03;0.08;0;0.09;3.64823240267621;44.0082895872629
0;0.01;0.07;0.13;0.01;0.01;0;0.01;0.37;0.07;0.06;0.07;0;0.1;0.1;0.02;0.15;0.04;0;0.11;0.01;0.13;0;0;0.29;0;0;0.1;0.02;0.14;0.38;0.03;0.3;0.06;0.09;0.35;0.03;0.07;0.1;0.02;0.02;0.09;0.01;0.06;0.39;0.03;0.14;0.03;0.08;0;0.1;3.64830190366971;44.0143991525401
0;0;0.08;0.13;0.01;0.02;0;0.02;0.28;0.05;0.06;0.09;0;0.1;0.13;0.02;0.14;0.04;0.02;0.11;0.01;0.12;0;0;0.36;0.01;0.01;0.1;0.04;0.11;0.19;0.02;0.34;0.05;0.09;0.4;0.03;0.05;0.1;0.01;0.02;0.09;0.03;0.07;0.32;0.03;0.11;0.03;0.06;0;0.09;3.64837141956773;44.0205087389898
0;0;0.09;0.13;0.01;0.01;0.01;0.01;0.25;0.08;0.06;0.09;0;0.1;0.11;0.02;0.14;0.04;0.03;0.17;0.01;0.12;0;0;0.25;0.02;0.01;0.12;0.05;0.11;0.4;0.01;0.36;0.07;0.1;0.41;0.03;0.06;0.1;0.03;0.02;0.08;0.07;0.09;0.37;0.03;0.16;0.03;0.05;0;0.12;3.64844095037508;44.0266183465458
0;0;0.09;0.13;0.01;0.01;0.01;0.01;0.25;0.04;0.06;0.09;0;0.1;0.11;0.02;0.14;0.04;0.03;0.18;0.01;0.12;0;0;0.2;0.02;0.01;0.13;0.05;0.11;0.34;0.01;0.36;0.07;0.1;0.41;0.03;0.06;0.1;0.03;0.02;0.08;0.07;0.09;0.41;0.03;0.18;0.03;0.05;0;0.12;3.64851049609653;44.0327279751418
0.01;0;0.1;0.13;0.01;0.02;0.02;0.02;0.26;0.05;0.06;0.13;0.01;0.09;0.17;0.02;0.17;0.08;0.02;0.2;0.01;0.14;0;0;0.15;0.06;0.04;0.16;0.05;0.12;0.17;0.03;0.52;0.04;0.09;0.47;0.02;0.05;0.11;0.03;0.03;0.08;0.05;0.11;0.5;0.03;0.12;0.03;0.15;0;0.14;3.64858005673691;44.0388376247115
0;0.01;0.15;0.13;0;0.05;0.06;0.03;0.24;0.09;0.07;0.18;0.02;0.09;0.2;0.01;0.15;0.08;0.02;0.18;0.01;0.16;0;0;0.12;0.08;0.08;0.21;0.04;0.12;0.37;0.04;0.51;0.1;0.1;0.44;0.04;0.04;0.14;0.05;0.04;0.08;0.06;0.13;0.57;0.06;0.2;0.02;0.1;0;0.13;3.64864963230099;44.0449472951886
0;0;0.1;0.13;0.01;0.01;0.01;0.01;0.25;0.05;0.06;0.09;0;0.09;0.14;0.02;0.14;0.05;0.02;0.19;0.01;0.13;0;0;0.16;0.04;0.04;0.13;0.04;0.12;0.48;0.02;0.35;0.06;0.1;0.47;0.02;0.06;0.11;0.03;0.02;0.08;0.07;0.09;0.49;0.03;0.18;0.03;0.13;0;0.15;3.6487192227936;44.0510569865069
0;0;0.1;0.13;0.01;0.01;0.01;0.01;0.25;0.05;0.06;0.09;0;0.09;0.12;0.02;0.14;0.03;0.02;0.2;0.01;0.13;0;0;0.18;0.04;0.04;0.12;0.05;0.11;0.24;0.02;0.34;0.05;0.1;0.46;0.02;0.07;0.1;0.03;0.02;0.08;0.07;0.09;0.46;0.03;0.11;0.03;0.12;0;0.15;3.64878882821953;44.0571666985999
0;0;0.1;0.13;0.01;0.01;0.01;0;0.26;0.11;0.06;0.09;0;0.09;0.11;0.02;0.14;0.03;0.02;0.22;0.01;0.13;0;0;0.21;0.05;0.04;0.14;0.05;0.11;0.17;0.02;0.35;0.05;0.09;0.49;0.02;0.07;0.1;0.02;0.04;0.08;0.06;0.09;0.46;0.03;0.11;0.03;0.1;0;0.18;3.64885844858358;44.0632764314014
0;0;0.1;0.13;0.01;0.02;0.02;0.01;0.27;0.05;0.06;0.13;0.01;0.1;0.17;0.03;0.18;0.07;0.02;0.22;0.01;0.14;0;0;0.16;0.06;0.04;0.1;0.04;0.12;0.16;0.02;0.37;0.05;0.08;0.55;0.02;0.05;0.14;0.03;0.05;0.08;0.05;0.11;0.5;0.03;0.11;0.03;0.14;0;0.13;3.64892808389058;44.0693861848452
0;0;0.1;0.13;0.01;0.01;0;0;0.29;0.07;0.06;0.09;0;0.09;0.1;0.02;0.15;0.03;0.02;0.28;0.01;0.12;0;0;0.19;0.03;0.01;0.11;0.04;0.11;0.22;0.02;0.33;0.05;0.09;0.47;0.03;0.07;0.1;0.02;0.04;0.08;0.07;0.07;0.43;0.03;0.11;0.03;0.05;0;0.15;3.64899773414533;44.0754959588647
0;0;0.1;0.13;0.01;0.02;0;0.01;0.28;0.05;0.06;0.09;0;0.09;0.11;0.02;0.17;0.03;0.02;0.23;0.01;0.12;0;0;0.23;0.03;0.01;0.1;0.04;0.12;0.11;0.02;0.28;0.05;0.08;0.53;0.03;0.05;0.1;0.01;0.04;0.08;0.03;0.07;0.38;0.03;0.1;0.03;0.06;0;0.11;3.64906739935265;44.0816057533938
