"Directory or file in ""/sps/mnhn""";Space used;# of files;Average file size;Median file size;# of directories;# of symlinks;Most recent file access time;Most recent file modification time;participation;site;point;user;date;enregistreur;micro;latitude;longitude;carre
vigiechiro/vigiechiro-prod-datastore/5f9eb9e09ea8c7000f80c12b;1.10 GiB;2533;454.54 KiB;24.30 KiB;0;0;2023/03/04 01:19;2023/03/04 01:19;5f9eb9e09ea8c7000f80c12b;5ef1d88c189eba001095c43a;E1;56548d0c058ad2000c0cf3c2;2020-09-23T17:45:00Z;Batlogger;;46.1678288885253;6.16870205956844;Vigiechiro - Point Fixe-990013
vigiechiro/vigiechiro-prod-datastore/5f9ebb37e47ae8000f11bb6b;7.78 GiB;7055;1.13 MiB;88.34 KiB;0;0;2023/03/04 00:43;2023/03/04 00:43;5f9ebb37e47ae8000f11bb6b;5ef1d79e189eba001095c3e8;B1;56548d0c058ad2000c0cf3c2;2020-07-07T19:00:00Z;SM mini;;46.1616515441759;6.07768339734332;Vigiechiro - Point Fixe-990010
vigiechiro/vigiechiro-prod-datastore/5f9ebb899ea8c700100b4296;4.79 GiB;5757;873.02 KiB;42.87 KiB;0;0;2023/03/04 00:46;2023/03/04 00:46;5f9ebb899ea8c700100b4296;5ef1d79e189eba001095c3e8;E2;56548d0c058ad2000c0cf3c2;2020-07-07T19:00:00Z;SM4;;46.1616515441759;6.07768339734332;Vigiechiro - Point Fixe-990010
vigiechiro/vigiechiro-prod-datastore/5f9ebbe6e47ae800108f2789;2.34 GiB;3878;632.90 KiB;18.01 KiB;0;0;2023/03/04 00:45;2023/03/04 00:45;5f9ebbe6e47ae800108f2789;5ef1d79e189eba001095c3e8;B1;56548d0c058ad2000c0cf3c2;2020-09-17T17:50:00Z;Batlogger;;46.1616515441759;6.07768339734332;Vigiechiro - Point Fixe-990010
vigiechiro/vigiechiro-prod-datastore/5f9ebc6b9ea8c7000f80c131;8.12 GiB;7888;1.05 MiB;119.50 KiB;0;0;2023/03/04 01:10;2023/03/04 01:10;5f9ebc6b9ea8c7000f80c131;5ef1d79e189eba001095c3e8;E2;56548d0c058ad2000c0cf3c2;2020-09-17T18:05:00Z;Batlogger;;46.1616515441759;6.07768339734332;Vigiechiro - Point Fixe-990010
vigiechiro/vigiechiro-prod-datastore/5f9fbdbc0f2e7b001183d57d;2.48 GiB;70862;36.62 KiB;3.50 KiB;0;0;2022/06/23 22:13;2022/06/23 22:13;5f9fbdbc0f2e7b001183d57d;5ba8d298429364000e871fca;Z1;5aaa43aafcbbe4000e4e718e;2020-06-15T19:18:00Z;SM2BAT+;Autre micro externe;45.864408278664;4.17671585897324;Vigiechiro - Point Fixe-420393
vigiechiro/vigiechiro-prod-datastore/5fa576e490519f0010797645;8.23 GiB;1;8.23 GiB;8.23 GiB;0;0;2020/11/06 23:12;2020/11/10 00:41;5fa576e490519f0010797645;5f8186d7f1864b0010085b1c;Z4;5d3212302b56c4000f6a31f3;2020-07-29T18:34:00Z;SM2BAT;;44.2181386149905;6.27508601323096;Vigiechiro - Point Fixe-040563
vigiechiro/vigiechiro-prod-datastore/5fa7acd79849b0001123f692;25.74 GiB;24897;1.06 MiB;133.79 KiB;0;0;2020/11/23 10:02;2020/11/16 15:08;5fa7acd79849b0001123f692;57acb036a3c498000c5bd1f7;Z14;558acd059dcbdc000e0793ee;2020-10-09T16:45:00Z;Batlogger;Micro externe sans cornet;43.8242723134817;3.79854928345594;Vigiechiro - Point Fixe-340133
vigiechiro/vigiechiro-prod-datastore/5fa92df3bc91bc000fa779a8;33.35 GiB;40996;853.05 KiB;10.26 KiB;0;0;2020/11/23 08:41;2020/11/14 10:41;5fa92df3bc91bc000fa779a8;5f2aa043681ba30010817033;Z3;5f1063aeef3375000f0d7368;2020-10-06T17:15:00Z;SM4;SMM-U2;47.7939743113224;-2.35776613939328;Vigiechiro - Point Fixe-561132
vigiechiro/vigiechiro-prod-datastore/5fabd697d6f53b0010e77006;1.75 GiB;1;1.75 GiB;1.75 GiB;0;0;2020/11/11 16:14;2020/11/11 16:15;5fabd697d6f53b0010e77006;5f5145fe7c391f000f377d93;Z1;5d3212302b56c4000f6a31f3;2020-07-16T18:56:00Z;PeerSonic RPA3;;44.0762294478934;6.99249474706568;Vigiechiro - Point Fixe-060306
vigiechiro/vigiechiro-prod-datastore/5fb400d703ccdc0011d1c767;3.49 GiB;1;3.49 GiB;3.49 GiB;0;0;2020/11/17 19:53;2020/11/17 19:53;5fb400d703ccdc0011d1c767;5f329f6507c4e0000ffcd61b;Z1;5d3212302b56c4000f6a31f3;2020-07-19T18:00:00Z;SM2BAT;;44.040317872403;7.08568982275729;Vigiechiro - Point Fixe-060385
vigiechiro/vigiechiro-prod-datastore/5fb5029fe634110011807b1f;64.26 GiB;43817;1.50 MiB;34.12 KiB;0;0;2022/09/16 19:25;2022/09/16 19:25;5fb5029fe634110011807b1f;5f5151799fcefa000f17af09;Z2;5d3212302b56c4000f6a31f3;2020-07-19T18:00:00Z;SM2BAT;;44.0255971067936;7.06839267027536;Vigiechiro - Point Fixe-060421
vigiechiro/vigiechiro-prod-datastore/5fbbec2c14658c00103ddfdd;49.77 GiB;45169;1.13 MiB;135.43 KiB;0;0;2021/04/27 12:54;2021/04/27 12:54;5fbbec2c14658c00103ddfdd;5b7ee0acd2aa6b000db9b774;Z1;562201812bfcd5000c929074;2018-08-03T18:51:00Z;SM4;;47.1519259616011;0.27609023716343;Vigiechiro - Point Fixe-371005
vigiechiro/vigiechiro-prod-datastore/5fbf4f16d4bd4a000f53b638;3.84 GiB;70307;57.30 KiB;2.81 KiB;0;0;2022/06/23 23:17;2022/06/23 23:17;5fbf4f16d4bd4a000f53b638;5f50a5d27c391f0010329c37;Z1;56653d337f77c9000d8b46bf;2020-07-06T19:05:00Z;SM mini;Micro interne;44.704621432711;2.96868639693451;Vigiechiro - Point Fixe-151392
vigiechiro/vigiechiro-prod-datastore/5fc78afd274170000f486173;18.65 GiB;19102;1023.53 KiB;58.33 KiB;0;0;2022/06/23 16:36;2022/06/23 16:36;5fc78afd274170000f486173;5fc7767e274170000f485f06;Z1;5f29694c48a998000f0edf54;2020-08-12T18:25:00Z;SM2BAT;SMX-US;43.2392536629748;3.00895342235639;Vigiechiro - Point Fixe-110447
vigiechiro/vigiechiro-prod-datastore/5fd0d71122a80d000fd1e332;32.97 GiB;19024;1.77 MiB;139.48 KiB;0;0;2020/12/11 17:54;2020/12/11 17:54;5fd0d71122a80d000fd1e332;5b503ef885b569000d260ba2;Z6;5ed50dbd7b648500103b34b6;2020-08-11T18:11:00Z;SM4;SMM-U2;44.8186362965252;4.8802806070122;Vigiechiro - Point Fixe-260543
vigiechiro/vigiechiro-prod-datastore/5fd0e74022a80d001119252b;20.84 GiB;19289;1.11 MiB;159.49 KiB;0;0;2022/06/20 14:59;2022/06/20 14:59;5fd0e74022a80d001119252b;5cdac1eb705517000d9054ca;Z14;5b34aca7bbe5a4000f13e15a;2020-06-18T18:00:00Z;SM4;SMM-U2;45.0177467145123;4.84190403124978;Vigiechiro - Point Fixe-070256
vigiechiro/vigiechiro-prod-datastore/5ff866fbe2252d00104953fb;5.34 GiB;1;5.34 GiB;5.34 GiB;0;0;2021/01/22 14:18;2021/01/22 14:19;5ff866fbe2252d00104953fb;5ecc12067368eb00117e146e;Z1;5d19d73c76102c000dcf7dcb;2020-08-07T19:00:00Z;Audiomoth;Micro interne;47.9137433803352;0.863450957084013;Vigiechiro - Point Fixe-410169
vigiechiro/vigiechiro-prod-datastore/5ffb173f0383ca000f3b2f4d;38.84 GiB;20068;1.98 MiB;125.24 KiB;0;0;2021/01/11 14:19;2021/01/11 14:19;5ffb173f0383ca000f3b2f4d;5efc8432edd8d10010684e7d;Z1;5efc829cedd8d10011ee2462;2020-06-30T19:25:00Z;Audiomoth;;45.6713578396398;-0.609571380724667;Vigiechiro - Point Fixe-171173
vigiechiro/vigiechiro-prod-datastore/5ffdb9d595132d00113a9fb2;3.07 GiB;1;3.07 GiB;3.07 GiB;0;0;2021/01/13 10:44;2021/01/13 10:44;5ffdb9d595132d00113a9fb2;5b503ef885b569000d260ba2;Z11;5ed50dbd7b648500103b34b6;2020-09-01T17:37:00Z;SM4;SMM-U2;44.8186362965252;4.8802806070122;Vigiechiro - Point Fixe-260543
vigiechiro/vigiechiro-prod-datastore/5ffe9d5510ff49000fd08a1f;33.34 GiB;25072;1.36 MiB;473.82 KiB;0;0;2021/01/19 19:54;2021/01/19 19:54;5ffe9d5510ff49000fd08a1f;5cd9432fe7fa4a000f4153c4;Z9;5f1ed0387bc638001134e208;2020-09-17T18:00:00Z;SM4;SMM-U2;44.9072420578392;4.85505355032649;Vigiechiro - Point Fixe-260416
vigiechiro/vigiechiro-prod-datastore/5ffe9ef510ff49001189a6e7;12.67 GiB;15092;880.56 KiB;58.53 KiB;0;0;2021/01/16 09:58;2021/01/16 09:58;5ffe9ef510ff49001189a6e7;5cd96d3be7fa4a000d0ff632;Z10;5f1ed0387bc638001134e208;2020-09-17T18:00:00Z;SM4;SMM-U2;44.8756784481748;4.85321795262053;Vigiechiro - Point Fixe-070427
vigiechiro/vigiechiro-prod-datastore/6005877458f5110010aba633;2.41 GiB;1;2.41 GiB;2.41 GiB;0;0;2021/01/19 04:21;2021/01/19 04:22;6005877458f5110010aba633;55c0b82e90e161000c64d107;Z2;5ecd261000f22e00233b247f;2020-06-23T19:00:00Z;SM3;SMX-U1;43.9420120176948;4.43719446659088;Vigiechiro - Point Fixe-300937
vigiechiro/vigiechiro-prod-datastore/600593b1c45d3e000f33fb23;5.28 GiB;1;5.28 GiB;5.28 GiB;0;0;2021/01/19 04:42;2021/01/19 04:43;600593b1c45d3e000f33fb23;55c0b82e90e161000c64d107;Z1;5ecd261000f22e00233b247f;2020-08-18T18:10:00Z;SM3;SMX-U1;43.9420120176948;4.43719446659088;Vigiechiro - Point Fixe-300937
vigiechiro/vigiechiro-prod-datastore/600594a6c45d3e0011d4f93b;2.16 GiB;47401;47.78 KiB;4.21 KiB;0;0;2022/06/23 16:16;2022/06/23 16:16;600594a6c45d3e0011d4f93b;60056c7cc45d3e0011d4f558;Z6;5f1063aeef3375000f0d7368;2020-09-15T18:00:00Z;SM4;SMM-U2;47.6378727619812;-2.22131569841863;Vigiechiro - Point Fixe-561528
vigiechiro/vigiechiro-prod-datastore/600874023404870011ded86a;10.33 GiB;10627;1019.37 KiB;109.78 KiB;0;0;2021/01/22 18:47;2021/01/22 18:47;600874023404870011ded86a;600851903404870011ded6dd;Z6;5eca557656794c000f778c28;2020-07-09T18:58:00Z;SM4;;48.7327215491601;7.83504090636335;Vigiechiro - Point Fixe-670565
vigiechiro/vigiechiro-prod-datastore/600c4d0234c21c000f1e4a6b;24.29 GiB;20121;1.24 MiB;114.02 KiB;0;0;2021/01/25 22:11;2021/01/25 22:11;600c4d0234c21c000f1e4a6b;600c1c1134c21c0011c7d9d6;Z5;5eca557656794c000f778c28;2020-08-31T17:41:00Z;SM4;;48.6597639107599;7.6784493731635;Vigiechiro - Point Fixe-670657
vigiechiro/vigiechiro-prod-datastore/600c6f815a6d610010c48e65;27.32 GiB;23095;1.21 MiB;102.48 KiB;0;0;2021/02/20 13:37;2021/02/20 13:38;600c6f815a6d610010c48e65;5f80304ecf4f4100118c423f;Z7;5eca557656794c000f778c28;2020-08-20T18:03:00Z;SM4;;48.6399133746688;7.79406925138013;Vigiechiro - Point Fixe-670682
vigiechiro/vigiechiro-prod-datastore/601f15cd7af29e0010d6ade7;1.41 GiB;59040;25.05 KiB;3.86 KiB;0;0;2021/02/08 21:42;2021/02/08 21:42;601f15cd7af29e0010d6ade7;5d39a18641b6b000ba057f32;Z1;5aba361fbff803000e0af28b;2020-10-05T17:00:00Z;PassiveRecorder;Micro externe sans cornet;42.5451784292269;2.82650435591927;Vigiechiro - Point Fixe-660664
vigiechiro/vigiechiro-prod-datastore/601fa9887af29e0010d6ae23;1.14 GiB;22139;53.78 KiB;320.00 B;0;0;2022/10/21 17:46;2022/10/21 17:46;601fa9887af29e0010d6ae23;5d39a18641b6b000ba057f32;Z2;5aba361fbff803000e0af28b;2020-10-05T17:00:00Z;SM4;SMM-U2;42.5451784292269;2.82650435591927;Vigiechiro - Point Fixe-660664
vigiechiro/vigiechiro-prod-datastore/60379f5a68e2fb0011a9570a;19.85 GiB;18627;1.09 MiB;111.43 KiB;0;0;2021/03/06 23:02;2021/03/06 23:02;60379f5a68e2fb0011a9570a;5d38891c41b6b0000f8fdb45;Z3;5eca557656794c000f778c28;2020-08-24T17:55:00Z;SM4;SMM-U2;48.5914382137616;7.74118654237054;Vigiechiro - Point Fixe-670741
vigiechiro/vigiechiro-prod-datastore/603f63f609198900106b19be;57.83 GiB;31021;1.91 MiB;131.89 KiB;0;0;2021/04/12 15:41;2021/04/12 15:41;603f63f609198900106b19be;5efc2e031dd38f000ff614ee;Z2;5ec7dfdb005cde001148f94a;2020-07-17T19:30:00Z;Audiomoth;Micro interne;48.106679775683;-2.26583785552641;Vigiechiro - Point Fixe-560231
vigiechiro/vigiechiro-prod-datastore/603fa5a9b0209e00110278bb;26.99 GiB;17808;1.55 MiB;1.00 MiB;0;0;2021/03/10 17:21;2021/03/10 17:21;603fa5a9b0209e00110278bb;603fa1fdb0209e0010da1b31;Z2;5d3abd1021c426000e789f24;2020-07-09T19:30:00Z;Audiomoth;Micro interne;44.5712727923855;6.2844936156972;Vigiechiro - Point Fixe-050937
vigiechiro/vigiechiro-prod-datastore/603fff090919890011457144;10.88 GiB;11535;988.80 KiB;4.00 KiB;0;0;2021/03/05 10:43;2021/03/05 10:43;603fff090919890011457144;579097a6b5245d000dfbb709;Z9;602ab40ef70871000ff1acce;2021-02-24T17:45:00Z;SM4;SMM-U2;43.673162580216;3.90158951282501;Vigiechiro - Point Fixe-340478
vigiechiro/vigiechiro-prod-datastore/6049ddf964b7f0000ff735ea;28.18 GiB;25252;1.14 MiB;93.83 KiB;0;0;2022/06/13 09:30;2022/06/13 09:30;6049ddf964b7f0000ff735ea;6048d28499e2380010da9c85;Z1;6048cb7499e238000f60e578;2020-09-08T18:00:00Z;SM2BAT;;43.719156222433;3.0332216040894;Vigiechiro - Point Fixe-122176
vigiechiro/vigiechiro-prod-datastore/6076f4a908308f001035c309;8.32 GiB;11380;766.59 KiB;3.96 KiB;0;0;2022/05/07 09:02;2021/04/20 06:28;6076f4a908308f001035c309;6076f410618a6d000fa3715f;Z1;5c98bd76485187000fb744c1;2021-04-12T17:55:00Z;SM2BAT+;SMX-US;43.9312400914529;3.77056359398872;Vigiechiro - Point Fixe-340012
vigiechiro/vigiechiro-prod-datastore/607ff5f3dd9385000f1382a7;61.97 GiB;24293;2.61 MiB;468.71 KiB;0;0;2022/12/20 22:23;2022/12/20 22:23;607ff5f3dd9385000f1382a7;5ef4cb6193c8f7000fec6c4e;Z1;5ee9d8e292ce110010d50302;2020-08-20T17:00:00Z;Audiomoth;Micro interne;44.5627505082689;6.34337553293354;Vigiechiro - Point Fixe-050940
vigiechiro/vigiechiro-prod-datastore/6087eb7cb455f00010e9ad61;1.27 GiB;70;18.64 MiB;86.33 KiB;0;0;2021/04/27 16:42;2021/04/27 16:42;6087eb7cb455f00010e9ad61;6087e8a4b455f000116220e5;Z1;6087e534eedac90010388ec9;2021-04-21T15:36:00Z;SM4;SMM-U2;42.7894770092559;1.18551996536509;Vigiechiro - Point Fixe-090917
vigiechiro/vigiechiro-prod-datastore/60890bbf110a7e001163f94b;21.76 GiB;116451;195.95 KiB;3.27 KiB;0;0;2021/06/25 18:42;2021/06/25 18:42;60890bbf110a7e001163f94b;60393c2992f4f30010ffc2ee;Z1;5aba361fbff803000e0af28b;2021-03-19T17:30:00Z;SM mini;;42.9114432488969;3.05665035494657;Vigiechiro - Point Fixe-111338
vigiechiro/vigiechiro-prod-datastore/608d071e5d4d3fb8340000b1;277.02 GiB;99003;2.87 MiB;3.66 MiB;0;0;2022/12/19 22:44;2022/12/19 22:44;608d071e5d4d3fb8340000b1;55e5d4c0c4d72e000d48fa8c;Z1;55df24e8600083000c80ebcb;2015-09-01T12:00:00Z;SM2BAT+;SMX-US;48.4802868971764;-4.20339488970058;Vigiechiro - Point Fixe-290433
vigiechiro/vigiechiro-prod-datastore/6090485c9616cb0010796f61;3.69 GiB;33237;116.50 KiB;86.95 KiB;0;0;2021/12/11 06:00;2021/12/11 06:00;6090485c9616cb0010796f61;59f4733a0c428c000d903bb2;Z4;6089a58753b8d80027710c40;2021-04-23T18:30:00Z;Audiomoth;Micro interne;43.1547044986991;2.98589944839478;Vigiechiro - Point Fixe-110741
vigiechiro/vigiechiro-prod-datastore/60904b7488deef001108502e;1.90 GiB;2151;925.33 KiB;916.49 KiB;0;0;2021/05/07 10:33;2021/05/07 10:33;60904b7488deef001108502e;6090497c9616cb00111b1ee0;Z1;5f23ed9caabe14000f8ae90b;2020-07-08T19:30:00Z;Audiomoth;;48.5598330479505;1.86939523975782;Vigiechiro - Point Fixe-780534
vigiechiro/vigiechiro-prod-datastore/6093e5e8e28bbf001154d3be;4.22 GiB;5292;835.53 KiB;107.31 KiB;0;0;2021/05/06 16:57;2021/05/06 16:57;6093e5e8e28bbf001154d3be;5ef062a7ec2427000f15fb34;Z1;5d93669e8cb4dd001de2178c;2021-03-30T17:35:00Z;SM4;Micro interne;47.4295571140947;5.6181734400418;Vigiechiro - Point Fixe-701195
vigiechiro/vigiechiro-prod-datastore/609573f5d1c3310010dd7787;12.46 GiB;1;12.46 GiB;12.46 GiB;0;0;2021/05/07 19:31;2021/05/07 19:31;609573f5d1c3310010dd7787;5eafddfbfa7e17000f01577b;Z3;60796a1d3589b50011629895;2021-05-05T18:45:00Z;Audiomoth;;43.5330616995335;5.42301157485707;Vigiechiro - Point Fixe-130652
vigiechiro/vigiechiro-prod-datastore/609a3c4ca2c548000f10efc8;12.90 GiB;13;1015.97 MiB;7.56 KiB;0;0;2021/05/13 19:53;2021/05/13 19:53;609a3c4ca2c548000f10efc8;5eafddfbfa7e17000f01577b;Z3;60796a1d3589b50011629895;2021-05-06T18:45:00Z;Audiomoth;;43.5330616995335;5.42301157485707;Vigiechiro - Point Fixe-130652
vigiechiro/vigiechiro-prod-datastore/60a22c9bc5dfb200103d5634;1.16 GiB;2052;590.29 KiB;12.72 KiB;0;0;2023/03/04 06:27;2023/03/04 06:27;60a22c9bc5dfb200103d5634;5ff81b28705eea00101e4d01;B1;56548d0c058ad2000c0cf3c2;2020-07-29T19:20:00Z;Batlogger;;46.1862680069447;6.16340503044819;Vigiechiro - Point Fixe-990020
vigiechiro/vigiechiro-prod-datastore/60a22ce4c5dfb200103d563d;2.74 GiB;5756;498.94 KiB;10.11 KiB;0;0;2023/03/04 06:40;2023/03/04 06:40;60a22ce4c5dfb200103d563d;5ff81b28705eea00101e4d01;E2;56548d0c058ad2000c0cf3c2;2020-07-29T19:05:00Z;Batlogger;;46.1862680069447;6.16340503044819;Vigiechiro - Point Fixe-990020
vigiechiro/vigiechiro-prod-datastore/60a22d8ff2d2930010a9526d;7.50 GiB;8840;889.24 KiB;42.86 KiB;0;0;2023/03/04 07:38;2023/03/04 07:38;60a22d8ff2d2930010a9526d;5ff81d38e2252d0011920868;G2;56548d0c058ad2000c0cf3c2;2020-07-29T18:45:00Z;Batlogger;;46.1878868486908;6.09869620268392;Vigiechiro - Point Fixe-990018
vigiechiro/vigiechiro-prod-datastore/60a5740df944110010e61691;37.47 GiB;20491;1.87 MiB;8.39 KiB;0;0;2021/05/27 04:26;2021/05/26 10:36;60a5740df944110010e61691;5eafddfbfa7e17000f01577b;Z3;60796a1d3589b50011629895;2021-05-14T18:45:00Z;Audiomoth;;43.5330616995335;5.42301157485707;Vigiechiro - Point Fixe-130652
vigiechiro/vigiechiro-prod-datastore/60a7ce968bca36000fb01c3a;38.52 GiB;20939;1.88 MiB;23.58 KiB;0;0;2022/12/20 22:50;2022/12/20 22:50;60a7ce968bca36000fb01c3a;5eafddfbfa7e17000f01577b;Z3;60a7755c8bca360011617b19;2021-05-16T18:45:00Z;Audiomoth;;43.5330616995335;5.42301157485707;Vigiechiro - Point Fixe-130652
vigiechiro/vigiechiro-prod-datastore/60b4942c85b501000ff7f55a;1.13 GiB;903;1.28 MiB;226.21 KiB;0;0;2021/06/01 08:48;2021/06/01 08:48;60b4942c85b501000ff7f55a;60b48fcc85b50100108dbdc6;B2;60898846110a7e001fa36299;2021-05-28T20:00:00Z;Audiomoth;;44.6712911517703;6.21773626923486;Vigiechiro - Point Fixe-050706
vigiechiro/vigiechiro-prod-datastore/60b610a575b8840011fc2c36;3.40 GiB;3347;1.04 MiB;9.37 KiB;0;0;2021/08/24 15:45;2021/08/24 15:45;60b610a575b8840011fc2c36;60b5edd0e8ac400010ea3f24;Z1;579243831e60a1000c175f7d;2021-05-31T19:10:00Z;Anabat Swift;Micro externe sans cornet;44.5416783448544;-1.24643866733754;Vigiechiro - Point Fixe-331985
vigiechiro/vigiechiro-prod-datastore/60b7819b1db0cc0011efe527;4.45 GiB;7482;623.64 KiB;3.95 KiB;0;0;2023/03/04 02:27;2023/03/04 02:27;60b7819b1db0cc0011efe527;5ef37e5a67da67000f3a75b4;H2;5ea2a81c48ff9d001062bd10;2020-06-25T19:00:00Z;Batlogger;;46.1426273327766;5.98016483546397;Vigiechiro - Point Fixe-990001
vigiechiro/vigiechiro-prod-datastore/60b782454307ff0010a0539e;10.69 GiB;11023;1017.34 KiB;229.45 KiB;0;0;2023/03/04 03:01;2023/03/04 03:01;60b782454307ff0010a0539e;5ef37e5a67da67000f3a75b4;H2;5ea2a81c48ff9d001062bd10;2020-09-15T17:45:00Z;Batlogger;;46.1426273327766;5.98016483546397;Vigiechiro - Point Fixe-990001
vigiechiro/vigiechiro-prod-datastore/60b7837e1db0cc0011efe528;3.12 GiB;5990;546.06 KiB;55.35 KiB;0;0;2023/03/04 01:41;2023/03/04 01:41;60b7837e1db0cc0011efe528;5ef37d251c9dc400117b6b5c;B2;5ea2a81c48ff9d001062bd10;2020-07-06T19:15:00Z;Batlogger;;46.1731285136;6.01361267182394;Vigiechiro - Point Fixe-990007
vigiechiro/vigiechiro-prod-datastore/60b783ad1db0cc000ffbbd9d;2.50 GiB;4537;578.19 KiB;3.90 KiB;0;0;2023/03/04 01:45;2023/03/04 01:45;60b783ad1db0cc000ffbbd9d;5ef37d251c9dc400117b6b5c;E1;5ea2a81c48ff9d001062bd10;2020-06-25T19:15:00Z;Batlogger;;46.1731285136;6.01361267182394;Vigiechiro - Point Fixe-990007
vigiechiro/vigiechiro-prod-datastore/60b783f94307ff000fd15ccc;16.05 GiB;16570;1015.57 KiB;180.56 KiB;0;0;2023/03/04 03:06;2023/03/04 03:06;60b783f94307ff000fd15ccc;5ef37d251c9dc400117b6b5c;B2;5ea2a81c48ff9d001062bd10;2020-09-14T17:45:00Z;Batlogger;;46.1731285136;6.01361267182394;Vigiechiro - Point Fixe-990007
vigiechiro/vigiechiro-prod-datastore/60b7852d1db0cc000ffbbd9e;7.41 GiB;11641;667.44 KiB;5.71 KiB;0;0;2023/03/04 03:16;2023/03/04 03:16;60b7852d1db0cc000ffbbd9e;5ef37f2167da67000f3a75c0;E2;5ea2a81c48ff9d001062bd10;2020-06-29T19:00:00Z;Batlogger;;46.1891746387838;6.0530036480416;Vigiechiro - Point Fixe-990016
vigiechiro/vigiechiro-prod-datastore/60b785894307ff0011a7081e;9.15 GiB;11891;806.71 KiB;9.24 KiB;0;0;2023/03/04 03:29;2023/03/04 03:29;60b785894307ff0011a7081e;5ef37f2167da67000f3a75c0;E2;5ea2a81c48ff9d001062bd10;2020-09-15T17:30:00Z;Batlogger;;46.1891746387838;6.0530036480416;Vigiechiro - Point Fixe-990016
vigiechiro/vigiechiro-prod-datastore/60b7868d4307ff0011a70821;2.72 GiB;5693;501.66 KiB;10.99 KiB;0;0;2023/03/04 03:40;2023/03/04 03:40;60b7868d4307ff0011a70821;5ef37fd667da67000f3a75c9;Z1;5ea2a81c48ff9d001062bd10;2020-07-20T19:00:00Z;Batlogger;;46.2385959433053;6.07038706798254;Vigiechiro - Point Fixe-990042
vigiechiro/vigiechiro-prod-datastore/60b786a74307ff000fd15cce;6.49 GiB;12916;526.73 KiB;6.55 KiB;0;0;2023/03/04 04:06;2023/03/04 04:06;60b786a74307ff000fd15cce;5ef37fd667da67000f3a75c9;F1;5ea2a81c48ff9d001062bd10;2020-07-20T19:00:00Z;Batlogger;;46.2385959433053;6.07038706798254;Vigiechiro - Point Fixe-990042
vigiechiro/vigiechiro-prod-datastore/60b786dd1db0cc000ffbbda1;2.71 GiB;6067;467.90 KiB;9.26 KiB;0;0;2023/03/04 04:06;2023/03/04 04:06;60b786dd1db0cc000ffbbda1;5ef37fd667da67000f3a75c9;Z1;5ea2a81c48ff9d001062bd10;2020-09-14T17:45:00Z;Batlogger;;46.2385959433053;6.07038706798254;Vigiechiro - Point Fixe-990042
vigiechiro/vigiechiro-prod-datastore/60b787c31db0cc0011efe584;1.83 GiB;3374;568.96 KiB;11.82 KiB;0;0;2023/03/04 04:12;2023/03/04 04:12;60b787c31db0cc0011efe584;5ef380661c9dc40010e935b9;D1;5ea2a81c48ff9d001062bd10;2020-07-07T19:00:00Z;Batlogger;;46.2910519025392;6.12606769976204;Vigiechiro - Point Fixe-990065
vigiechiro/vigiechiro-prod-datastore/60b7d0e91e1aea000ff7a884;3.89 GiB;5034;809.70 KiB;12.64 KiB;0;0;2023/03/04 01:34;2023/03/04 01:34;60b7d0e91e1aea000ff7a884;5ef1d88c189eba001095c43a;B2;56548d0c058ad2000c0cf3c2;2020-09-25T16:55:00Z;SM mini;;46.1678288885253;6.16870205956844;Vigiechiro - Point Fixe-990013
vigiechiro/vigiechiro-prod-datastore/60ba15f1092af7000fb32c59;88.69 GiB;63009;1.44 MiB;5.68 KiB;0;0;2022/12/20 21:50;2022/12/20 21:50;60ba15f1092af7000fb32c59;609a2fed3cb2330010e73ed1;Z2;6064924a3ed50a00111f413e;2021-05-27T18:50:00Z;Audiomoth;Micro interne;46.8329218833566;5.71920340536877;Vigiechiro - Point Fixe-390470
vigiechiro/vigiechiro-prod-datastore/60ba2f76092af70010703ef7;6.93 GiB;132670;54.73 KiB;3.25 KiB;0;0;2021/06/25 18:18;2021/06/25 18:18;60ba2f76092af70010703ef7;565711d8fd482d000c9d03ec;Z2;5aba361fbff803000e0af28b;2021-05-04T05:10:00Z;SM mini;;42.584305218241;3.03306207060814;Vigiechiro - Point Fixe-660515
vigiechiro/vigiechiro-prod-datastore/60ba93ef092af7000fb35a76;7.06 GiB;8750;846.10 KiB;23.57 KiB;0;0;2021/06/05 11:05;2021/06/05 11:05;60ba93ef092af7000fb35a76;590ad80e106ed4000f612b9b;Z10;55df24e8600083000c80ebcb;2021-06-02T18:40:00Z;SM2BAT+;SMX-U1;47.8571955683891;-3.90382647514343;Vigiechiro - Point Fixe-291604
vigiechiro/vigiechiro-prod-datastore/60c1118a21c2ea00107d478e;6.27 GiB;12621;520.53 KiB;12.78 KiB;0;0;2023/03/04 07:56;2023/03/04 07:56;60c1118a21c2ea00107d478e;5ff81d38e2252d0011920868;G2;56548d0c058ad2000c0cf3c2;2020-09-29T17:00:00Z;Batlogger;;46.1878868486908;6.09869620268392;Vigiechiro - Point Fixe-990018
vigiechiro/vigiechiro-prod-datastore/60c340ff872d270010a8d90f;69.05 GiB;51628;1.37 MiB;3.13 KiB;0;0;2021/06/16 18:44;2021/06/16 18:44;60c340ff872d270010a8d90f;60c31eac872d27001150ac48;Z1;6064924a3ed50a00111f413e;2021-05-27T18:50:00Z;Audiomoth;Micro interne;46.8396071243384;5.71472767729205;Vigiechiro - Point Fixe-390444
