"Directory or file in ""/sps/mnhn""";Space used;# of files;Average file size;Median file size;# of directories;# of symlinks;Most recent file access time;Most recent file modification time;participation;site;point;user;date;enregistreur;micro;latitude;longitude;carre
vigiechiro/vigiechiro-prod-datastore/6318722991bbbb022f071b01;7.78 GiB;1;7.78 GiB;7.78 GiB;0;0;2022/09/07 13:24;2022/09/07 13:24;6318722991bbbb022f071b01;5de52391d3a109000e649f78;Z2;62625dd271d50fc80e775771;2022-08-23T18:52:00Z;SM4;;43.2792859057667;-0.0476255469434364;Vigiechiro - Point Fixe-650161
vigiechiro/vigiechiro-prod-datastore/63187f7644045bf99c7af67b;7.73 GiB;1;7.73 GiB;7.73 GiB;0;0;2022/09/07 13:39;2022/09/07 13:39;63187f7644045bf99c7af67b;5de52391d3a109000e649f78;Z2;62625dd271d50fc80e775771;2022-08-24T18:51:00Z;SM4;;43.2792859057667;-0.0476255469434364;Vigiechiro - Point Fixe-650161
vigiechiro/vigiechiro-prod-datastore/6318850a65dfa9bedacb8d6b;2.37 GiB;1;2.37 GiB;2.37 GiB;0;0;2022/09/07 13:53;2022/09/07 13:53;6318850a65dfa9bedacb8d6b;5de52391d3a109000e649f78;Z5;62625dd271d50fc80e775771;2022-08-23T18:52:00Z;SM4;;43.2792859057667;-0.0476255469434364;Vigiechiro - Point Fixe-650161
vigiechiro/vigiechiro-prod-datastore/63188ac673138ed915619983;4.08 GiB;1;4.08 GiB;4.08 GiB;0;0;2022/09/07 14:23;2022/09/07 14:23;63188ac673138ed915619983;5de52391d3a109000e649f78;Z5;62625dd271d50fc80e775771;2022-08-24T18:51:00Z;SM4;;43.2792859057667;-0.0476255469434364;Vigiechiro - Point Fixe-650161
vigiechiro/vigiechiro-prod-datastore/63189be3b463cac03e280bac;84.57 GiB;47321;1.83 MiB;2.22 KiB;0;0;2022/09/08 11:49;2022/09/08 11:49;63189be3b463cac03e280bac;60ec543d38c3d80011e7ad67;Z2;562201812bfcd5000c929074;2022-07-14T19:13:00Z;PassiveRecorder;;47.2929852975207;0.717002584588284;Vigiechiro - Point Fixe-370662
vigiechiro/vigiechiro-prod-datastore/6318ac7cfdd0a27f60e3248e;12.45 GiB;1;12.45 GiB;12.45 GiB;0;0;2022/09/13 16:26;2022/09/13 16:27;6318ac7cfdd0a27f60e3248e;62d52710d60f7b4827986d04;Z2;62d5202d5023ff4362533898;2022-08-31T17:45:00Z;SM4;SMM-U2;48.9585431027185;3.19602828336852;Vigiechiro - Point Fixe-770176
vigiechiro/vigiechiro-prod-datastore/6318f57c8638376b9ce62f7c;2.53 GiB;1;2.53 GiB;2.53 GiB;0;0;2022/09/07 22:03;2022/09/07 22:04;6318f57c8638376b9ce62f7c;5f7dca22c3e26a00111c270a;F2;60e8b0646d31730011efa673;2022-06-30T19:00:00Z;SM4;;43.9334611276608;3.45419055623903;Vigiechiro - Point Fixe-300953
vigiechiro/vigiechiro-prod-datastore/6318faa9d3f2ff9128cc55fe;8.05 GiB;1;8.05 GiB;8.05 GiB;0;0;2022/09/07 22:27;2022/09/07 22:27;6318faa9d3f2ff9128cc55fe;62fcd47313154c2152c27f45;Z1;60e8b0646d31730011efa673;2022-06-29T19:00:00Z;SM4;;44.0131803802089;3.45731865000861;Vigiechiro - Point Fixe-300735
vigiechiro/vigiechiro-prod-datastore/6318ff9110c6206d60b79bc5;1.07 GiB;1;1.07 GiB;1.07 GiB;0;0;2022/09/07 23:32;2022/09/07 23:32;6318ff9110c6206d60b79bc5;62a1f38f3d7ed21f93cc0962;Z3;5fd2220e27409f0010adee31;2022-08-10T18:19:00Z;;;43.4679885419204;5.64333472857502;Vigiechiro - Point Fixe-130872
vigiechiro/vigiechiro-prod-datastore/6319a50bd3f2ff9128cc6b37;3.15 GiB;1;3.15 GiB;3.15 GiB;0;0;2022/09/08 10:35;2022/09/08 10:35;6319a50bd3f2ff9128cc6b37;6113c8c698322045c1bad693;C2;583d57acf4b431000e160a59;2022-09-05T17:55:00Z;SM2BAT+;SMX-US;47.4820771212552;-0.591581175415687;Vigiechiro - Point Fixe-490651
vigiechiro/vigiechiro-prod-datastore/6319a632fa3563695ad98633;2.92 GiB;1;2.92 GiB;2.92 GiB;0;0;2022/09/08 11:03;2022/09/08 11:03;6319a632fa3563695ad98633;6113c8c698322045c1bad693;E2;583d57acf4b431000e160a59;2022-09-05T17:55:00Z;SM2BAT+;SMX-US;47.4820771212552;-0.591581175415687;Vigiechiro - Point Fixe-490651
vigiechiro/vigiechiro-prod-datastore/6319a8dafa3563695ad987e0;3.77 GiB;1;3.77 GiB;3.77 GiB;0;0;2022/09/08 11:05;2022/09/08 11:05;6319a8dafa3563695ad987e0;6113c8c698322045c1bad693;F1;583d57acf4b431000e160a59;2022-09-05T17:55:00Z;SM2BAT+;SMX-US;47.4820771212552;-0.591581175415687;Vigiechiro - Point Fixe-490651
vigiechiro/vigiechiro-prod-datastore/6319ad9efc59ee347e13b207;93.54 GiB;1;93.54 GiB;93.54 GiB;0;0;2022/09/08 13:29;2022/09/08 13:35;6319ad9efc59ee347e13b207;62dbcae11b2b001e79204a2c;Z1;6273e003599afec2ff8e8633;2022-08-17T14:00:00Z;SM4;SMM-U1;46.7739924768461;3.56618543781137;Vigiechiro - Point Fixe-581616
vigiechiro/vigiechiro-prod-datastore/6319c13410c6206d60b7cb82;69.83 GiB;2;34.92 GiB;34.92 GiB;0;0;2022/12/19 23:14;2022/12/19 23:14;6319c13410c6206d60b7cb82;62dbc9788203081e0561d3b9;Z1;6273e003599afec2ff8e8633;2022-08-17T14:00:00Z;SM4;SMM-U2;46.7748112292497;3.57855990421393;Vigiechiro - Point Fixe-581617
vigiechiro/vigiechiro-prod-datastore/6319e37a7b639b5fff7034b6;3.94 GiB;1;3.94 GiB;3.94 GiB;0;0;2022/09/08 15:53;2022/09/08 15:54;6319e37a7b639b5fff7034b6;5eb706edc96fa5000f05422d;Z1;5eb529857eebe100115b371f;2022-08-29T18:35:00Z;Audiomoth;;45.5801253986368;0.352693495119198;Vigiechiro - Point Fixe-161088
vigiechiro/vigiechiro-prod-datastore/631b2712fcece62fb4568bfc;35.66 GiB;24243;1.51 MiB;124.84 KiB;0;0;2022/12/20 22:52;2022/12/20 22:52;631b2712fcece62fb4568bfc;60f90d6378f946001184100c;Z2;600192a16d06d00011b4d2b9;2022-09-08T17:30:00Z;Audiomoth;;45.8339739869277;5.75177933939169;Vigiechiro - Point Fixe-011312
vigiechiro/vigiechiro-prod-datastore/631b27da7b639b5fff70c6c3;2.10 GiB;1;2.10 GiB;2.10 GiB;0;0;2022/09/15 11:01;2022/09/15 11:01;631b27da7b639b5fff70c6c3;60f90d6378f946001184100c;Z5;600192a16d06d00011b4d2b9;2022-09-08T17:30:00Z;Audiomoth;;45.8339739869277;5.75177933939169;Vigiechiro - Point Fixe-011312
vigiechiro/vigiechiro-prod-datastore/631b2923e88470fd1acb62a5;10.14 GiB;1;10.14 GiB;10.14 GiB;0;0;2022/09/20 17:50;2022/09/20 17:51;631b2923e88470fd1acb62a5;60f90d6378f946001184100c;Z6;600192a16d06d00011b4d2b9;2022-09-08T17:30:00Z;Audiomoth;;45.8339739869277;5.75177933939169;Vigiechiro - Point Fixe-011312
vigiechiro/vigiechiro-prod-datastore/631b29738cef4148d4d2d1e8;7.50 GiB;1;7.50 GiB;7.50 GiB;0;0;2022/09/15 14:02;2022/09/15 14:02;631b29738cef4148d4d2d1e8;60f90d6378f946001184100c;D1;600192a16d06d00011b4d2b9;2022-09-08T17:30:00Z;Audiomoth;;45.8339739869277;5.75177933939169;Vigiechiro - Point Fixe-011312
vigiechiro/vigiechiro-prod-datastore/631b29b7fcece62fb4568cb3;9.09 GiB;1;9.09 GiB;9.09 GiB;0;0;2022/09/16 10:58;2022/09/16 10:59;631b29b7fcece62fb4568cb3;60f90d6378f946001184100c;E2;600192a16d06d00011b4d2b9;2022-09-08T17:30:00Z;Audiomoth;;45.8339739869277;5.75177933939169;Vigiechiro - Point Fixe-011312
vigiechiro/vigiechiro-prod-datastore/631b2a28fcece62fb4568ce1;1.01 GiB;1;1.01 GiB;1.01 GiB;0;0;2022/09/09 14:08;2022/09/09 14:08;631b2a28fcece62fb4568ce1;62aabce00db41cd19aa1588d;Z1;62a5d536e24d8dc6730dd393;2022-07-03T20:00:00Z;PassiveRecorder;;50.6409251768809;4.55506120264226;Vigiechiro - Point Fixe-984149
vigiechiro/vigiechiro-prod-datastore/631b3461fcece62fb4569245;1.00 GiB;1;1.00 GiB;1.00 GiB;0;0;2022/09/09 14:51;2022/09/09 14:51;631b3461fcece62fb4569245;62aabce00db41cd19aa1588d;Z1;62a5d536e24d8dc6730dd393;2022-07-05T20:00:00Z;PassiveRecorder;;50.6409251768809;4.55506120264226;Vigiechiro - Point Fixe-984149
vigiechiro/vigiechiro-prod-datastore/631b602a2e0891c59325674a;6.35 GiB;1;6.35 GiB;6.35 GiB;0;0;2022/09/09 18:52;2022/09/09 18:52;631b602a2e0891c59325674a;62aabbf50db41cd19aa1588c;Z2;62a5d536e24d8dc6730dd393;2022-07-21T20:00:00Z;PassiveRecorder;;50.642604914717;4.56877573812996;Vigiechiro - Point Fixe-984150
vigiechiro/vigiechiro-prod-datastore/631b6ab1bccae7276904e2b2;1.02 GiB;1;1.02 GiB;1.02 GiB;0;0;2022/09/09 20:08;2022/09/09 20:08;631b6ab1bccae7276904e2b2;5f32906f29c781000f87e958;Z1;5d3212302b56c4000f6a31f3;2022-07-17T19:36:00Z;;;43.9903207686232;7.06023377503858;Vigiechiro - Point Fixe-060489
vigiechiro/vigiechiro-prod-datastore/631b7184e88470fd1acb834e;1.10 GiB;1;1.10 GiB;1.10 GiB;0;0;2022/09/09 20:44;2022/09/09 20:44;631b7184e88470fd1acb834e;62e23ca4ddf15ea20ad14040;Z1;5d3212302b56c4000f6a31f3;2022-07-23T18:41:00Z;;;44.0607552152001;7.04689682084502;Vigiechiro - Point Fixe-060346
vigiechiro/vigiechiro-prod-datastore/631b7454bccae7276904e5e8;6.94 GiB;1;6.94 GiB;6.94 GiB;0;0;2022/09/11 18:28;2022/09/11 18:28;631b7454bccae7276904e5e8;5f550705c90c0100107676b3;Z2;629771ee01ce5ffb7d410631;2022-07-09T20:45:00Z;Audiomoth;;45.6935239115629;2.79933204639997;Vigiechiro - Point Fixe-631079
vigiechiro/vigiechiro-prod-datastore/631c82d1bccae7276905215d;2.02 GiB;7580;279.39 KiB;11.92 KiB;0;0;2022/09/15 06:17;2022/09/15 07:28;631c82d1bccae7276905215d;62f4e3524451d16467cea9c0;Z1;61c871fadf1d2d0711d81733;2022-09-09T16:28:00Z;;;42.6107156295457;9.39809277546157;Vigiechiro - Point Fixe-200198
vigiechiro/vigiechiro-prod-datastore/631db5bd0ce2ee549255dc19;21.10 GiB;26030;849.89 KiB;18.37 KiB;0;0;2022/09/19 16:58;2022/09/19 16:58;631db5bd0ce2ee549255dc19;618e8d7ef04d0e818e322d17;Z1;571e230fae101e000c43e358;2022-08-23T18:30:00Z;SM2BAT+;SMX-US;48.5162053787621;-4.27724485760949;Vigiechiro - Point Fixe-290293
vigiechiro/vigiechiro-prod-datastore/631db98466382f2ee588e0cb;5.16 GiB;1;5.16 GiB;5.16 GiB;0;0;2022/09/12 07:54;2022/09/12 07:54;631db98466382f2ee588e0cb;603821c01d4402000ff911c0;Z4;5f5cafcb983c080010e767c9;2022-09-09T17:35:00Z;PassiveRecorder;Micro externe sans cornet;46.1519893418591;6.09667426059117;Vigiechiro - Point Fixe-990004
vigiechiro/vigiechiro-prod-datastore/631edd0b1109e591f903ff91;31.30 GiB;25342;1.26 MiB;172.29 KiB;0;0;2022/09/12 13:38;2022/09/12 13:38;631edd0b1109e591f903ff91;631edbbfc66ee2a241a0bb52;Z1;5f0564936c68670010eb9274;2022-08-09T18:00:00Z;SM4;SMM-U2;46.2603856396322;5.6038885298657;Vigiechiro - Point Fixe-010304
vigiechiro/vigiechiro-prod-datastore/631efcab540cbbbe46f9db8a;3.86 GiB;1;3.86 GiB;3.86 GiB;0;0;2022/09/13 10:14;2022/09/13 10:14;631efcab540cbbbe46f9db8a;5efb68dd22fdb0000f1c3630;Z1;5e7ef776714fa5000fa999ea;2022-07-04T19:50:00Z;Audiomoth;Micro interne;45.4778252794808;-0.155770560174224;Vigiechiro - Point Fixe-161217
vigiechiro/vigiechiro-prod-datastore/631efdb988a21733b7259145;1.79 GiB;1;1.79 GiB;1.79 GiB;0;0;2022/09/13 10:40;2022/09/13 10:40;631efdb988a21733b7259145;5efb68dd22fdb0000f1c3630;Z2;5e7ef776714fa5000fa999ea;2022-07-04T19:50:00Z;Audiomoth;;45.4778252794808;-0.155770560174224;Vigiechiro - Point Fixe-161217
vigiechiro/vigiechiro-prod-datastore/631efe18cbdf78ff13a5cee2;2.94 GiB;1;2.94 GiB;2.94 GiB;0;0;2022/09/13 12:20;2022/09/13 12:20;631efe18cbdf78ff13a5cee2;5efb68dd22fdb0000f1c3630;Z4;5e7ef776714fa5000fa999ea;2022-07-04T19:50:00Z;Audiomoth;;45.4778252794808;-0.155770560174224;Vigiechiro - Point Fixe-161217
vigiechiro/vigiechiro-prod-datastore/631f0146df25970570064c6c;12.95 GiB;1;12.95 GiB;12.95 GiB;0;0;2022/09/12 12:44;2022/09/12 12:46;631f0146df25970570064c6c;60e31bb51578c300106e05f1;A2;60c36fa193e86a00114acdcd;2022-07-14T19:30:00Z;Audiomoth;;48.5681326221857;0.22919359061476;Vigiechiro - Point Fixe-611006
vigiechiro/vigiechiro-prod-datastore/631f0ae71109e591f90430ef;10.69 GiB;1;10.69 GiB;10.69 GiB;0;0;2022/09/12 13:37;2022/09/13 15:50;631f0ae71109e591f90430ef;60e31bb51578c300106e05f1;A2;60c36fa193e86a00114acdcd;2022-09-10T17:50:00Z;Audiomoth;;48.5681326221857;0.22919359061476;Vigiechiro - Point Fixe-611006
vigiechiro/vigiechiro-prod-datastore/631f869e5b171a9f7289156f;1.39 GiB;1;1.39 GiB;1.39 GiB;0;0;2022/09/12 21:38;2022/09/12 21:38;631f869e5b171a9f7289156f;631f7e7e34fa673dcce35b37;;62a5d536e24d8dc6730dd393;2022-08-16T20:00:00Z;PassiveRecorder;;50.5712804338368;4.56522653109493;Vigiechiro - Point Fixe-984571
vigiechiro/vigiechiro-prod-datastore/63202038c628041e12d560f9;6.72 GiB;1;6.72 GiB;6.72 GiB;0;0;2022/09/14 06:55;2022/09/14 06:56;63202038c628041e12d560f9;632019d334fa673dcce373e8;C2;5f5cafcb983c080010e767c9;2022-06-25T20:00:00Z;PassiveRecorder;;45.7014206602599;3.36827408622336;Vigiechiro - Point Fixe-631053
vigiechiro/vigiechiro-prod-datastore/6320703b34fa673dcce3d87a;11.08 GiB;1;11.08 GiB;11.08 GiB;0;0;2022/09/14 11:46;2022/09/14 11:46;6320703b34fa673dcce3d87a;63206fab34fa673dcce3d813;Z1;5f7c18e450a21e0010849968;2022-08-19T15:00:00Z;SM2BAT+;;44.6210228499226;1.94337220949409;Vigiechiro - Point Fixe-460659
vigiechiro/vigiechiro-prod-datastore/632075155b171a9f72899544;3.53 GiB;1;3.53 GiB;3.53 GiB;0;0;2022/09/13 16:41;2022/09/13 16:41;632075155b171a9f72899544;632074b496b0eda594a68c95;Z1;5f7c18e450a21e0010849968;2022-08-18T14:00:00Z;SM4;;44.9677495950571;1.69967606330408;Vigiechiro - Point Fixe-460046
vigiechiro/vigiechiro-prod-datastore/632075af34fa673dcce3dc9f;2.29 GiB;1;2.29 GiB;2.29 GiB;0;0;2022/09/13 16:58;2022/09/13 16:59;632075af34fa673dcce3dc9f;5a621d10a7644b000e02923b;Z3;5f7c18e450a21e0010849968;2022-08-18T12:00:00Z;SM2BAT+;;44.9845536348576;1.68674468994141;Vigiechiro - Point Fixe-460035
vigiechiro/vigiechiro-prod-datastore/6320782096b0eda594a68f3e;5.93 GiB;1;5.93 GiB;5.93 GiB;0;0;2022/09/13 15:55;2022/09/13 15:56;6320782096b0eda594a68f3e;62ed5ad00cd18c414b768264;Z1;62c9b8f8acceeef5bbb7db7f;2022-09-12T20:00:00Z;Audiomoth;;43.6534855415315;7.00155191216;Vigiechiro - Point Fixe-060999
vigiechiro/vigiechiro-prod-datastore/632099aac628041e12d5f4aa;12.63 GiB;1;12.63 GiB;12.63 GiB;0;0;2022/09/20 17:15;2022/09/20 17:15;632099aac628041e12d5f4aa;62d52710d60f7b4827986d04;Z3;62d5202d5023ff4362533898;2022-08-31T17:45:00Z;SM4;SMM-U2;48.9585431027185;3.19602828336852;Vigiechiro - Point Fixe-770176
vigiechiro/vigiechiro-prod-datastore/6321bac496c8af2c0622bb69;2.29 GiB;1;2.29 GiB;2.29 GiB;0;0;2022/09/14 14:45;2022/09/14 14:45;6321bac496c8af2c0622bb69;6321ba25cc9d3b3343a9379d;Z1;5f7c18e450a21e0010849968;2022-08-18T16:00:00Z;SM2BAT+;;44.9559994210452;1.7132266069731;Vigiechiro - Point Fixe-460047
vigiechiro/vigiechiro-prod-datastore/6321ee2a0fba734ffe180756;16.55 GiB;1;16.55 GiB;16.55 GiB;0;0;2022/09/14 19:38;2022/09/14 19:39;6321ee2a0fba734ffe180756;631f7e7e34fa673dcce35b37;Z1;62a5d536e24d8dc6730dd393;2022-08-09T20:00:00Z;PassiveRecorder;;50.5712804338368;4.56522653109493;Vigiechiro - Point Fixe-984571
vigiechiro/vigiechiro-prod-datastore/632343c0d449ac676ca7c41d;2.06 GiB;1;2.06 GiB;2.06 GiB;0;0;2022/09/16 07:46;2022/09/16 07:46;632343c0d449ac676ca7c41d;63233388aabebd18e0e52a72;Z1;62c9b8f8acceeef5bbb7db7f;2022-09-08T18:00:00Z;PassiveRecorder;;43.6753716051841;7.03295252805282;Vigiechiro - Point Fixe-060981
vigiechiro/vigiechiro-prod-datastore/6323473e6221380c02e471f3;1.10 GiB;1;1.10 GiB;1.10 GiB;0;0;2022/09/15 20:22;2022/09/15 20:22;6323473e6221380c02e471f3;5f3516cc69c3d100115dcc1a;Z1;62b636ec0e1da96d1897b320;2022-09-03T19:20:00Z;Batlogger;;46.8807514064583;5.02922103182086;Vigiechiro - Point Fixe-710350
vigiechiro/vigiechiro-prod-datastore/63235b436221380c02e477eb;1.06 GiB;1;1.06 GiB;1.06 GiB;0;0;2022/09/16 23:55;2022/09/16 23:55;63235b436221380c02e477eb;6280bb572f57385df82119ce;;5f5cafcb983c080010e767c9;2022-07-27T21:50:00Z;PassiveRecorder;;46.1599306615162;6.05199370339564;Vigiechiro - Pédestre-990009
vigiechiro/vigiechiro-prod-datastore/63242729721e51d9fd8c6862;11.49 GiB;1;11.49 GiB;11.49 GiB;0;0;2022/09/16 11:00;2022/09/16 11:01;63242729721e51d9fd8c6862;62da87fbea8c6c9e489713e8;Z1;5ca751a784f0c8000d000268;2022-08-29T18:30:00Z;PassiveRecorder;;48.9261314098308;2.51510573920416;Vigiechiro - Point Fixe-930031
vigiechiro/vigiechiro-prod-datastore/632435766678b8defbdbcec7;12.31 GiB;1;12.31 GiB;12.31 GiB;0;0;2022/09/19 08:33;2022/09/19 08:33;632435766678b8defbdbcec7;6310a0dff916df41cf7e9a09;Z1;5f1ea1777bc638000ff77405;2022-09-02T19:40:00Z;SM3;SMM-U1;46.6910446441575;-1.93337940713526;Vigiechiro - Point Fixe-850751
vigiechiro/vigiechiro-prod-datastore/632435d96678b8defbdbceff;5.01 GiB;1;5.01 GiB;5.01 GiB;0;0;2022/09/18 10:42;2022/09/18 10:42;632435d96678b8defbdbceff;6310aaecf916df41cf7ea5e9;Z1;5f1ea1777bc638000ff77405;2022-09-02T19:40:00Z;SM2BAT+;SMM-U1;46.6828209882576;-1.9203730907006;Vigiechiro - Point Fixe-850752
vigiechiro/vigiechiro-prod-datastore/6324360d721e51d9fd8c6fd2;25.10 GiB;1;25.10 GiB;25.10 GiB;0;0;2022/09/19 09:11;2022/09/19 09:12;6324360d721e51d9fd8c6fd2;6310aaecf916df41cf7ea5e9;Z2;5f1ea1777bc638000ff77405;2022-09-02T19:40:00Z;SM2BAT+;SMM-U1;46.6828209882576;-1.9203730907006;Vigiechiro - Point Fixe-850752
vigiechiro/vigiechiro-prod-datastore/6324395bef93b186d55550da;8.65 GiB;1;8.65 GiB;8.65 GiB;0;0;2022/09/16 12:35;2022/09/16 12:35;6324395bef93b186d55550da;62da87fbea8c6c9e489713e8;Z3;5ca751a784f0c8000d000268;2022-08-29T18:30:00Z;PassiveRecorder;;48.9261314098308;2.51510573920416;Vigiechiro - Point Fixe-930031
vigiechiro/vigiechiro-prod-datastore/63244332ef93b186d55558bf;17.04 GiB;21234;841.31 KiB;88.27 KiB;0;0;2022/09/17 17:36;2022/09/17 17:36;63244332ef93b186d55558bf;6152cb22312c7c21d9d1d9e3;Z1;5f52265a2267a1000f0e6ee8;2022-09-12T17:45:00Z;Audiomoth;;50.9550213825889;1.89309846132798;Vigiechiro - Point Fixe-620022
vigiechiro/vigiechiro-prod-datastore/632443cd721e51d9fd8c7b84;4.34 GiB;1;4.34 GiB;4.34 GiB;0;0;2022/09/16 23:43;2022/09/16 23:43;632443cd721e51d9fd8c7b84;629b615ce687de75caa37d93;Z3;6287715c231a22f026cecc1a;2022-09-14T20:00:00Z;PassiveRecorder;;42.7151629323032;2.10941365393845;Vigiechiro - Point Fixe-091081
vigiechiro/vigiechiro-prod-datastore/63244b596678b8defbdbe341;1.21 GiB;1;1.21 GiB;1.21 GiB;0;0;2022/09/16 16:04;2022/09/16 16:04;63244b596678b8defbdbe341;6323586dd449ac676ca7cb3e;Z2;62b636ec0e1da96d1897b320;2022-09-04T19:35:00Z;Batlogger;;46.5168274411532;5.08625905726315;Vigiechiro - Point Fixe-711541
vigiechiro/vigiechiro-prod-datastore/632452dddc0c6602880088a2;1.21 GiB;1;1.21 GiB;1.21 GiB;0;0;2022/09/16 16:05;2022/09/16 16:05;632452dddc0c6602880088a2;63235a0dec0fa72e2bdc67c9;Z2;62b636ec0e1da96d1897b320;2022-09-04T19:35:00Z;Batlogger;;46.5483254497001;5.1827998786098;Vigiechiro - Point Fixe-711420
vigiechiro/vigiechiro-prod-datastore/6324846012e0a737a043d0f6;15.77 GiB;1;15.77 GiB;15.77 GiB;0;0;2022/09/17 00:07;2022/09/17 00:10;6324846012e0a737a043d0f6;631f7d675b171a9f728912c3;Z2;62a5d536e24d8dc6730dd393;2022-08-09T20:00:00Z;PassiveRecorder;;50.5707882044335;4.56234946094257;Vigiechiro - Point Fixe-984570
vigiechiro/vigiechiro-prod-datastore/6324b1926678b8defbdc2a5a;1.33 GiB;34815;40.08 KiB;4.80 KiB;0;0;2022/09/25 20:39;2022/09/25 20:39;6324b1926678b8defbdc2a5a;62a6e208477f85a6e5977ed5;Z1;625ff980860fd8416c81d235;2022-09-15T20:00:00Z;;;44.377585933754;1.43692226489982;Vigiechiro - Point Fixe-461150
vigiechiro/vigiechiro-prod-datastore/6324ca2e721e51d9fd8ccda0;5.90 GiB;1;5.90 GiB;5.90 GiB;0;0;2022/09/16 23:57;2022/09/16 23:58;6324ca2e721e51d9fd8ccda0;631f7d675b171a9f728912c3;Z1;62a5d536e24d8dc6730dd393;2022-08-09T20:00:00Z;PassiveRecorder;;50.5707882044335;4.56234946094257;Vigiechiro - Point Fixe-984570
vigiechiro/vigiechiro-prod-datastore/632589235eb0498d1c31e0fe;1.33 GiB;1;1.33 GiB;1.33 GiB;0;0;2022/09/17 11:52;2022/09/17 11:52;632589235eb0498d1c31e0fe;632583355eb0498d1c31dfec;Z1;62a5d536e24d8dc6730dd393;2022-08-06T20:00:00Z;PassiveRecorder;;50.7338670555296;4.46717909792534;Vigiechiro - Point Fixe-983618
vigiechiro/vigiechiro-prod-datastore/63258ebbe56b337a4b0a48a8;1.07 GiB;1;1.07 GiB;1.07 GiB;0;0;2022/09/17 21:01;2022/09/17 21:01;63258ebbe56b337a4b0a48a8;6280bb572f57385df82119ce;;5f5cafcb983c080010e767c9;2022-09-08T20:15:00Z;PassiveRecorder;;46.1599306615162;6.05199370339564;Vigiechiro - Pédestre-990009
vigiechiro/vigiechiro-prod-datastore/6325bfd74bbc0869ec0aa125;5.36 GiB;1;5.36 GiB;5.36 GiB;0;0;2022/09/18 08:42;2022/09/18 08:43;6325bfd74bbc0869ec0aa125;62a5e68bcbeec4a0e4511ac1;Z1;62a5d536e24d8dc6730dd393;2022-07-07T20:00:00Z;PassiveRecorder;;50.6040631398042;4.44109063389095;Vigiechiro - Point Fixe-984358
vigiechiro/vigiechiro-prod-datastore/6326f39c7d9e0f50045acae9;7.52 GiB;1;7.52 GiB;7.52 GiB;0;0;2022/09/18 20:22;2022/09/18 20:22;6326f39c7d9e0f50045acae9;62a5e68bcbeec4a0e4511ac1;Z1;62a5d536e24d8dc6730dd393;2022-07-14T20:00:00Z;PassiveRecorder;;50.6040631398042;4.44109063389095;Vigiechiro - Point Fixe-984358
vigiechiro/vigiechiro-prod-datastore/63276dd76a7800c5823c7741;1.45 GiB;1;1.45 GiB;1.45 GiB;0;0;2022/09/19 07:34;2022/09/19 07:34;63276dd76a7800c5823c7741;60530818fb0a69001195ecb9;Z2;5f5cafcb983c080010e767c9;2022-09-17T19:45:00Z;PassiveRecorder;Micro externe sans cornet;46.1537527297381;6.05759064492292;Vigiechiro - Point Fixe-740295
vigiechiro/vigiechiro-prod-datastore/63280b1f027cd96cb58d3736;2.70 GiB;1;2.70 GiB;2.70 GiB;0;0;2022/09/19 08:57;2022/09/19 08:57;63280b1f027cd96cb58d3736;5efb68dd22fdb0000f1c3630;Z1;5e7ef776714fa5000fa999ea;2022-09-16T18:05:00Z;Audiomoth;Micro interne;45.4778252794808;-0.155770560174224;Vigiechiro - Point Fixe-161217
vigiechiro/vigiechiro-prod-datastore/63280ea2ed618a4dfd5c7a0f;1.13 GiB;1;1.13 GiB;1.13 GiB;0;0;2022/09/19 08:57;2022/09/19 08:57;63280ea2ed618a4dfd5c7a0f;62a5e68bcbeec4a0e4511ac1;Z2;62a5d536e24d8dc6730dd393;2022-07-22T20:00:00Z;PassiveRecorder;;50.6040631398042;4.44109063389095;Vigiechiro - Point Fixe-984358
vigiechiro/vigiechiro-prod-datastore/632815c4ed618a4dfd5c7cac;3.61 GiB;1;3.61 GiB;3.61 GiB;0;0;2022/09/19 09:59;2022/09/19 09:59;632815c4ed618a4dfd5c7cac;5efb68dd22fdb0000f1c3630;Z2;5e7ef776714fa5000fa999ea;2022-09-16T18:05:00Z;Audiomoth;Micro interne;45.4778252794808;-0.155770560174224;Vigiechiro - Point Fixe-161217
vigiechiro/vigiechiro-prod-datastore/632820f56e358879bf54ac62;1.85 GiB;1;1.85 GiB;1.85 GiB;0;0;2022/09/19 14:13;2022/09/19 14:13;632820f56e358879bf54ac62;5efb68dd22fdb0000f1c3630;Z4;5e7ef776714fa5000fa999ea;2022-09-16T18:05:00Z;Audiomoth;Micro interne;45.4778252794808;-0.155770560174224;Vigiechiro - Point Fixe-161217
vigiechiro/vigiechiro-prod-datastore/6328296c027cd96cb58d4929;4.61 GiB;1;4.61 GiB;4.61 GiB;0;0;2022/09/19 14:49;2022/09/19 14:49;6328296c027cd96cb58d4929;6321ba25cc9d3b3343a9379d;Z2;5f7c18e450a21e0010849968;2022-08-18T18:00:00Z;SM2BAT+;;44.9559994210452;1.7132266069731;Vigiechiro - Point Fixe-460047
